instrument_key,tradingsymbol,name,exchange
NCD_FO|9788,JPYINR2590455.5CE,JPYINR,NCD_FO
NCD_FO|12506,USDINR2582983.75PE,USDINR,NCD_FO
NCD_FO|9787,JPYINR2590455.25PE,JPYINR,NCD_FO
BSE_EQ|INE916P01025,TRIVENIENT,TRIVENI ENTERPRISES LTD,BSE_EQ
NCD_FO|9789,JPYINR2590455.5PE,JPYINR,NCD_FO
NCD_FO|12509,GBPINR25AUG117.25CE,GBPINR,NCD_FO
BCD_FO|2137491,EURINR25DEC98.75CE,EURINR,BCD_FO
NCD_FO|9762,USDINR2571888.75PE,USDINR,NCD_FO
NCD_FO|9761,USDINR2571888.75CE,USDINR,NCD_FO
NCD_FO|9760,EURINR25829100.75CE,EURINR,NCD_FO
NCD_FO|9759,USDINR2571888.5PE,USDINR,NCD_FO
NCD_FO|9758,EURINR25829100.5PE,EURINR,NCD_FO
NSE_EQ|INE600Y01019,DYCL,DYNAMIC CABLES LIMITED,NSE_EQ
NCD_FO|9754,USDINR2571888.5CE,USDINR,NCD_FO
NSE_EQ|INE818W01011,ESAFSFB,ESAF SMALL FINANCE BANK L,NSE_EQ
BSE_EQ|INE240C01028,UMESLTD,USHA MARTIN EDUCATION & SOLUTI,BSE_EQ
NCD_FO|9773,JPYINR2590454.25CE,JPYINR,NCD_FO
NCD_FO|9775,JPYINR2590454.5CE,JPYINR,NCD_FO
NCD_FO|9774,JPYINR2590454.25PE,JPYINR,NCD_FO
NCD_FO|9771,USDINR2571889.75PE,USDINR,NCD_FO
NCD_FO|9770,USDINR2571889.75CE,USDINR,NCD_FO
NCD_FO|9769,USDINR2571889.5PE,USDINR,NCD_FO
NCD_FO|9766,USDINR2571889.25CE,USDINR,NCD_FO
NCD_FO|9768,USDINR2571889.5CE,USDINR,NCD_FO
NCD_FO|9767,USDINR2571889.25PE,USDINR,NCD_FO
BSE_EQ|INE319N01019,INDOEURO,INDO EURO INDCHEM LTD.,BSE_EQ
NSE_EQ|INE680Z01018,AVG,AVG LOGISTICS LIMITED,NSE_EQ
BSE_EQ|INE497C01016,NATPLY,NATIONAL PLYWOOD INDUSTRIES LT,BSE_EQ
BSE_EQ|INE694X01030,GGENG,G G Engineering Limited,BSE_EQ
BCD_FO|2113409,USDINR25SEP82.75PE,USDINR,BCD_FO
BCD_FO|2113408,JPYINR25SEP62.75CE,JPYINR,BCD_FO
BCD_FO|2113410,USDINR25SEP84.25PE,USDINR,BCD_FO
BCD_FO|2113413,EURINR25SEP89.75CE,EURINR,BCD_FO
BSE_EQ|INE057Q01018,YORKEXP,YORK EXPORTS LTD.,BSE_EQ
BSE_EQ|INE879A01019,SHREERAMA,SHREE RAMA MULTI-TECH LTD.,BSE_EQ
BSE_EQ|INE318N01011,METSL,MAESTROS ELECTRONICS & TELECOM,BSE_EQ
BCD_FO|2113401,EURINR25SEP89.75PE,EURINR,BCD_FO
BSE_EQ|INE997C01015,GBFL,Goenka Business & Finance Limi,BSE_EQ
BCD_FO|2113428,EURINR25SEP89.25PE,EURINR,BCD_FO
BCD_FO|2113426,EURINR25SEP87.75PE,EURINR,BCD_FO
BCD_FO|2113432,JPYINR25SEP62.25CE,JPYINR,BCD_FO
BCD_FO|2113431,USDINR25SEP80.75PE,USDINR,BCD_FO
BCD_FO|2113430,JPYINR25SEP60.75CE,JPYINR,BCD_FO
BCD_FO|2113435,EURINR25SEP87.75CE,EURINR,BCD_FO
BSE_EQ|INE417B01040,DSSL,DYNACONS SYSTEMS & SOLUTIONS L,BSE_EQ
BCD_FO|2113433,USDINR25SEP82.25PE,USDINR,BCD_FO
BSE_EQ|INE691K01017,BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LT,BSE_EQ
NSE_EQ|INE047A01021,GRASIM,GRASIM INDUSTRIES LTD,NSE_EQ
BCD_FO|2113419,USDINR25SEP82.75CE,USDINR,BCD_FO
BCD_FO|2113420,USDINR25SEP84.25CE,USDINR,BCD_FO
BSE_EQ|INE677D01037,MASTERTR,MASTER TRUST LTD.,BSE_EQ
BCD_FO|2113423,JPYINR25SEP62.25PE,JPYINR,BCD_FO
BCD_FO|2113422,JPYINR25SEP60.75PE,JPYINR,BCD_FO
BSE_EQ|INE0TD301017,SHANMUGA,SHANMUGA HOSPITAL LIMITED,BSE_EQ
BCD_FO|2113448,JPYINR25SEP58.5PE,JPYINR,BCD_FO
BCD_FO|2113454,JPYINR25SEP60.25CE,JPYINR,BCD_FO
BCD_FO|2113451,GBPINR25SEP116.75CE,GBPINR,BCD_FO
NSE_EQ|INE326A01037,LUPIN,LUPIN LIMITED,NSE_EQ
BCD_FO|2113438,EURINR25SEP98.5PE,EURINR,BCD_FO
BCD_FO|2113437,EURINR25SEP89.25CE,EURINR,BCD_FO
BCD_FO|2113442,USDINR25SEP82.25CE,USDINR,BCD_FO
BCD_FO|2113441,USDINR25SEP80.75CE,USDINR,BCD_FO
BCD_FO|2113440,GBPINR25SEP116.75PE,GBPINR,BCD_FO
BCD_FO|2113447,EURINR25SEP98.5CE,EURINR,BCD_FO
BCD_FO|2113444,JPYINR25SEP60.25PE,JPYINR,BCD_FO
NSE_EQ|IN9175A01010,JISLDVREQS,JAIN DVR EQUITY SHARES,NSE_EQ
BSE_EQ|INE278Y01022,CAMPUS,Campus Activewear Limited,BSE_EQ
BSE_EQ|INE571U01010,YASHCHEM,Yash Chemex Limited,BSE_EQ
BSE_EQ|INE535D01037,ROTO,ROTO PUMPS LTD.,BSE_EQ
BSE_EQ|INE900O01014,ENCODE,ENCODE PACKAGING INDIA LIMITED,BSE_EQ
NSE_EQ|INE0LCL01028,AVALON,AVALON TECHNOLOGIES LTD,NSE_EQ
NSE_EQ|INE262H01021,PERSISTENT,PERSISTENT SYSTEMS LTD,NSE_EQ
NSE_EQ|INE124G01033,DELTACORP,DELTA CORP LIMITED,NSE_EQ
BSE_EQ|INE954B01018,FLEXFO,FLEX FOODS LTD.,BSE_EQ
BSE_EQ|INE0H8J01015,ADESHWAR,Adeshwar Meditex Limited,BSE_EQ
BSE_EQ|INE241V01018,SHRIGANG,SHRI GANG INDUSTRIES AND ALLIE,BSE_EQ
NSE_EQ|INE070Y01023,ITTL,INNOVATIVE TYRE & TUBE LT,NSE_EQ
BSE_EQ|INE117K01013,RRMETAL,RR METALMAKERS INDIA LIMITED,BSE_EQ
NSE_EQ|INE557Z01018,PIGL,POWER INSTRUMENT (G) LTD,NSE_EQ
BSE_EQ|INE243E01010,GALADAFIN,Galada Finance Limited,BSE_EQ
NSE_INDEX|Nifty FinSrv25 50,NIFTY FINSRV25 50,Nifty FinSrv25 50,NSE_INDEX
NSE_EQ|INE562X01013,UNIVASTU,UNIVASTU INDIA LIMITED,NSE_EQ
NSE_EQ|INE584A01023,NMDC,NMDC LTD.,NSE_EQ
NSE_EQ|INE084A01016,BANKINDIA,BANK OF INDIA,NSE_EQ
BSE_EQ|INE014E01015,KLRFM,KOVILPATTI LAKSHMI ROLLER FLOU,BSE_EQ
BCD_FO|2137261,EURINR25DEC97.5PE,EURINR,BCD_FO
NSE_EQ|INE942C01045,GUJTHEM,GUJARAT THEMIS BIOSYN LTD,NSE_EQ
BCD_FO|2137264,EURINR25DEC97.5CE,EURINR,BCD_FO
NSE_EQ|INE363A01022,ASIANHOTNR,ASIAN HOTELS (NORTH) LTD,NSE_EQ
BSE_EQ|INE0LQS01015,TIPSFILMS,Tips Films Limited,BSE_EQ
BSE_EQ|INE021N01011,ARIGATO,ARIGATO UNIVERSE LIMITED,BSE_EQ
BSE_EQ|INE652F01027,CCHHL,COUNTRY CLUB HOSPITALITY AND H,BSE_EQ
NSE_EQ|INE00IN01015,STOVEKRAFT,STOVE KRAFT LIMITED,NSE_EQ
NCD_FO|9816,USDINR2571890.25CE,USDINR,NCD_FO
NSE_EQ|INE085A01013,CHAMBLFERT,CHAMBAL FERTILIZERS LTD,NSE_EQ
NCD_FO|9819,JPYINR26MAR58.5CE,JPYINR,NCD_FO
NSE_EQ|INE939X01013,MANBA,MANBA FINANCE LIMITED,NSE_EQ
BSE_EQ|INE375Y01018,RELIABLE,Reliable Data Services Limited,BSE_EQ
NSE_EQ|INE350H01032,BLKASHYAP,B.L.KASHYAP & SON LTD,NSE_EQ
NCD_FO|9827,JPYINR26MAR58.5PE,JPYINR,NCD_FO
NCD_FO|9821,JPYINR2590456.75PE,JPYINR,NCD_FO
NCD_FO|9820,JPYINR2590456.75CE,JPYINR,NCD_FO
NCD_FO|9829,GBPINR26JUN118.25PE,GBPINR,NCD_FO
NCD_FO|9828,GBPINR26JUN118.25CE,GBPINR,NCD_FO
BSE_EQ|INE712K01011,SHREEPUSHK,Shree Pushkar Chemicals & Fert,BSE_EQ
NCD_FO|12560,GBPINR25DEC121.75PE,GBPINR,NCD_FO
NCD_FO|12562,GBPINR26MAR121.75PE,GBPINR,NCD_FO
NCD_FO|12561,GBPINR26MAR121.75CE,GBPINR,NCD_FO
NSE_EQ|INE0SH001010,MASON,MASON INFRATECH LIMITED,NSE_EQ
BCD_FO|2152950,GBPINR25829113.25PE,GBPINR,BCD_FO
NCD_FO|9861,GBPINR26JUN118.5PE,GBPINR,NCD_FO
NCD_FO|9860,USDINR2580185.5CE,USDINR,NCD_FO
NCD_FO|9863,JPYINR25DEC61.75PE,JPYINR,NCD_FO
BCD_FO|2152957,GBPINR25829113.25CE,GBPINR,BCD_FO
NCD_FO|9862,JPYINR25DEC61.75CE,JPYINR,NCD_FO
NCD_FO|9858,USDINR2580185.375CE,USDINR,NCD_FO
BCD_FO|2113354,JPYINR25SEP61.5PE,JPYINR,BCD_FO
NCD_FO|9857,USDINR2580185.25PE,USDINR,NCD_FO
BCD_FO|2113353,USDINR25SEP88.25PE,USDINR,BCD_FO
BCD_FO|2113352,USDINR25SEP86.75PE,USDINR,BCD_FO
NCD_FO|9859,USDINR2580185.375PE,USDINR,NCD_FO
NCD_FO|9854,USDINR2580185.25CE,USDINR,NCD_FO
NCD_FO|9853,JPYINR2572553.25PE,JPYINR,NCD_FO
NCD_FO|9856,USDINR26MAR78.5CE,USDINR,NCD_FO
BCD_FO|2113356,GBPINR25SEP113.5PE,GBPINR,BCD_FO
NCD_FO|9855,USDINR25DEC78.75PE,USDINR,NCD_FO
BSE_EQ|INE896J01014,ZSANMCOM,SANMITRA COMMERCIAL LTD.,BSE_EQ
BCD_FO|2113351,GBPINR25SEP108.75CE,GBPINR,BCD_FO
BCD_FO|2152941,JPYINR2582961.5PE,JPYINR,BCD_FO
BCD_FO|2152945,JPYINR2582961.5CE,JPYINR,BCD_FO
NCD_FO|9874,JPYINR2572553.5PE,JPYINR,NCD_FO
NCD_FO|9873,JPYINR2572553.5CE,JPYINR,NCD_FO
NCD_FO|9870,USDINR2580185.625CE,USDINR,NCD_FO
NCD_FO|9869,USDINR2580185.5PE,USDINR,NCD_FO
NCD_FO|9865,USDINR26MAR78.5PE,USDINR,NCD_FO
NSE_EQ|INE775A01035,MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,NSE_EQ
BCD_FO|2152930,GBPINR25829119.75CE,GBPINR,BCD_FO
BCD_FO|2152931,USDINR2582989.5CE,USDINR,BCD_FO
BCD_FO|2152937,GBPINR25829115.25CE,GBPINR,BCD_FO
BSE_EQ|INE953B01010,CHRTEDCA,CHARTERED CAPITAL & INVESTMENT,BSE_EQ
BCD_FO|2152936,USDINR2582983.5CE,USDINR,BCD_FO
NCD_FO|9841,USDINR25JUL78.75CE,USDINR,NCD_FO
BCD_FO|2152935,GBPINR25829113.75CE,GBPINR,BCD_FO
NCD_FO|9840,USDINR25JUL78.5PE,USDINR,NCD_FO
BSE_EQ|INE176B01034,HAVELLS,HAVELLS INDIA LTD.,BSE_EQ
NCD_FO|9836,USDINR2571890.25PE,USDINR,NCD_FO
NCD_FO|9838,USDINR2571890.5PE,USDINR,NCD_FO
NCD_FO|9837,USDINR2571890.5CE,USDINR,NCD_FO
NCD_FO|9832,GBPINR26JUN118.5CE,GBPINR,NCD_FO
BCD_FO|2113379,USDINR25SEP84.75PE,USDINR,BCD_FO
NSE_INDEX|Nifty Pvt Bank,NIFTY PVT BANK,Nifty Pvt Bank,NSE_INDEX
BCD_FO|2113378,GBPINR25SEP117.5PE,GBPINR,BCD_FO
NSE_EQ|INE0QWN01013,ZENITHDRUG,ZENITH DRUGS LIMITED,NSE_EQ
NCD_FO|9839,USDINR25JUL78.5CE,USDINR,NCD_FO
NSE_EQ|INE217B01036,KAJARIACER,KAJARIA CERAMICS LTD,NSE_EQ
NCD_FO|9852,JPYINR2572553.25CE,JPYINR,NCD_FO
BCD_FO|2113366,USDINR25SEP88.25CE,USDINR,BCD_FO
NCD_FO|9847,GBPINR25725119.5PE,GBPINR,NCD_FO
NCD_FO|12645,JPYINR26MAR59.25PE,JPYINR,NCD_FO
BCD_FO|2113365,USDINR25SEP86.75CE,USDINR,BCD_FO
NCD_FO|9846,GBPINR25725119.5CE,GBPINR,NCD_FO
NCD_FO|12644,JPYINR26MAR59.25CE,JPYINR,NCD_FO
NCD_FO|9849,GBPINR25725119.75PE,GBPINR,NCD_FO
NCD_FO|9848,GBPINR25725119.75CE,GBPINR,NCD_FO
NCD_FO|12642,USDINR2582984.875PE,USDINR,NCD_FO
NCD_FO|9843,USDINR25DEC78.5CE,USDINR,NCD_FO
BCD_FO|2113369,GBPINR25SEP113.5CE,GBPINR,BCD_FO
NCD_FO|9842,USDINR25JUL78.75PE,USDINR,NCD_FO
NCD_FO|9845,USDINR25DEC78.75CE,USDINR,NCD_FO
BCD_FO|2113367,JPYINR25SEP61.5CE,JPYINR,BCD_FO
NCD_FO|9844,USDINR25DEC78.5PE,USDINR,NCD_FO
BCD_FO|2152999,USDINR2582986.25PE,USDINR,BCD_FO
BCD_FO|2152998,USDINR2582984.75PE,USDINR,BCD_FO
NSE_EQ|INE878B01027,KEI,KEI INDUSTRIES LTD.,NSE_EQ
NCD_FO|12634,USDINR2582984.5PE,USDINR,NCD_FO
BCD_FO|2113396,GBPINR25SEP111.5CE,GBPINR,BCD_FO
NCD_FO|9898,EURINR25AUG98.75CE,EURINR,NCD_FO
NCD_FO|12638,USDINR2582984.75PE,USDINR,NCD_FO
NCD_FO|9897,EURINR25AUG98.5PE,EURINR,NCD_FO
NCD_FO|12635,USDINR2582984.75CE,USDINR,NCD_FO
BCD_FO|2113391,USDINR25SEP84.75CE,USDINR,BCD_FO
BCD_FO|2113390,GBPINR25SEP117.5CE,GBPINR,BCD_FO
NCD_FO|12639,USDINR2582984.875CE,USDINR,NCD_FO
BCD_FO|2137361,EURINR25DEC97.75CE,EURINR,BCD_FO
BCD_FO|2113394,JPYINR25SEP62.75PE,JPYINR,BCD_FO
BCD_FO|2113392,USDINR25SEP86.25CE,USDINR,BCD_FO
BCD_FO|2152983,USDINR2582988.25PE,USDINR,BCD_FO
BCD_FO|2152982,USDINR2582986.75PE,USDINR,BCD_FO
BSE_EQ|INE484J01027,GODREJPROP,GODREJ PROPERTIES LTD,BSE_EQ
BCD_FO|2152989,USDINR2582986.75CE,USDINR,BCD_FO
NCD_FO|12627,JPYINR25DEC63.5PE,JPYINR,NCD_FO
NCD_FO|12626,JPYINR25DEC63.5CE,JPYINR,NCD_FO
BCD_FO|2113380,USDINR25SEP86.25PE,USDINR,BCD_FO
BSE_EQ|INE991B01010,KFBL,KOTHARI FERMENTATION & BIOCHEM,BSE_EQ
BCD_FO|2152990,USDINR2582988.25CE,USDINR,BCD_FO
BCD_FO|2113382,GBPINR25SEP111.5PE,GBPINR,BCD_FO
BCD_FO|2152973,GBPINR25829120.5PE,GBPINR,BCD_FO
BCD_FO|2152977,USDINR2582984.25CE,USDINR,BCD_FO
BCD_FO|2152976,USDINR2582988.75CE,USDINR,BCD_FO
NCD_FO|9885,USDINR2580185.75CE,USDINR,NCD_FO
BCD_FO|2152979,GBPINR25829120.5CE,GBPINR,BCD_FO
BSE_EQ|INE960H01012,NUTECGLOB,NUTECH GLOBAL LTD.,BSE_EQ
NCD_FO|9881,JPYINR2580863.75PE,JPYINR,NCD_FO
NCD_FO|9880,JPYINR2580863.75CE,JPYINR,NCD_FO
NCD_FO|9879,JPYINR2580863.5PE,JPYINR,NCD_FO
NCD_FO|9876,JPYINR2580863.25CE,JPYINR,NCD_FO
NCD_FO|9875,USDINR2580185.625PE,USDINR,NCD_FO
NCD_FO|9878,JPYINR2580863.5CE,JPYINR,NCD_FO
NCD_FO|9877,JPYINR2580863.25PE,JPYINR,NCD_FO
BCD_FO|2152962,EURINR26MAR104.75PE,EURINR,BCD_FO
BCD_FO|2152967,EURINR26MAR104.75CE,EURINR,BCD_FO
NCD_FO|9894,EURINR25AUG98.5CE,EURINR,NCD_FO
BCD_FO|2152968,USDINR2582988.75PE,USDINR,BCD_FO
NCD_FO|9892,USDINR26MAR78.75PE,USDINR,NCD_FO
NCD_FO|9891,USDINR26MAR78.75CE,USDINR,NCD_FO
BCD_FO|2137359,EURINR25DEC97.75PE,EURINR,BCD_FO
NCD_FO|9889,EURINR25829100.75PE,EURINR,NCD_FO
BCD_FO|2152970,USDINR2582984.25PE,USDINR,BCD_FO
BCD_FO|2127910,EURINR25DEC89.5CE,EURINR,BCD_FO
BCD_FO|2127904,GBPINR25DEC108.25CE,GBPINR,BCD_FO
BCD_FO|2127903,USDINR25DEC82.5PE,USDINR,BCD_FO
BCD_FO|2127902,GBPINR25DEC106.75CE,GBPINR,BCD_FO
BSE_EQ|INE823G01014,JKCEMENT,J.K.CEMENT LTD.,BSE_EQ
BSE_EQ|INE353A01023,NDLVENTURE,NDL Ventures Limited,BSE_EQ
NSE_EQ|INE480C01038,SDBL,SOM DIST & BREW LTD,NSE_EQ
NSE_EQ|INE231F01020,SASKEN,SASKEN TECHNOLOGIES LTD,NSE_EQ
NSE_EQ|INE950I01011,DBCORP,D.B.CORP LTD,NSE_EQ
BSE_EQ|INE410A01013,SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,BSE_EQ
NSE_EQ|INE0CG401037,MUKKA,MUKKA PROTEINS LIMITED,NSE_EQ
BCD_FO|2127928,GBPINR25DEC106.25PE,GBPINR,BCD_FO
BCD_FO|2127922,USDINR25DEC82.5CE,USDINR,BCD_FO
BCD_FO|2127921,710GS203425DEC104.75PE,710GS2034,BCD_FO
BSE_EQ|INE822G01016,ELECTHERM,ELECTROTHERM (INDIA) LTD.,BSE_EQ
BSE_EQ|INE572D01014,FRONTSP,FRONTIER SPRINGS LTD.,BSE_EQ
NSE_EQ|INE900B01029,KABRAEXTRU,KABRA EXTRUSION TECHNIK L,NSE_EQ
BCD_FO|2127952,723GS203925DEC100.75PE,723GS2039,BCD_FO
BCD_FO|2127953,USDINR25DEC89.75PE,USDINR,BCD_FO
BCD_FO|2127947,723GS203925DEC106.75PE,723GS2039,BCD_FO
BCD_FO|2127945,GBPINR25DEC106.25CE,GBPINR,BCD_FO
BCD_FO|2127937,710GS203425DEC104.75CE,710GS2034,BCD_FO
BSE_EQ|INE228A01035,USHAMART,USHA MARTIN LTD.,BSE_EQ
BSE_EQ|INE0PT501018,PLATIND,Platinum Industries Limited,BSE_EQ
BCD_FO|2127968,723GS203925DEC106.75CE,723GS2039,BCD_FO
NSE_EQ|INE03Q201024,ALIVUS,ALIVUS LIFE SCIENCES LTD,NSE_EQ
BCD_FO|2127961,USDINR25DEC83.75PE,USDINR,BCD_FO
BCD_FO|2127965,710GS203425DEC104.25PE,710GS2034,BCD_FO
BCD_FO|2127964,USDINR25DEC85.25PE,USDINR,BCD_FO
NSE_EQ|INE599M01018,JUSTDIAL,JUSTDIAL LTD.,NSE_EQ
BSE_EQ|INE229A01017,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,BSE_EQ
BSE_EQ|INE073I01012,ISHWATR,ISHWARSHAKTI HOLDINGS & TRADER,BSE_EQ
BSE_EQ|INE044A01036,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES,BSE_EQ
NSE_FO|137994,TATASTEEL25AUG146.4PE,TATA STEEL LIMITED,NSE_FO
NSE_FO|137943,TATASTEEL25JUL153.9PE,TATA STEEL LIMITED,NSE_FO
NSE_FO|137942,TATASTEEL25JUL153.9CE,TATA STEEL LIMITED,NSE_FO
NSE_FO|137941,TATASTEEL25JUL148.9PE,TATA STEEL LIMITED,NSE_FO
NSE_FO|137940,TATASTEEL25JUL148.9CE,TATA STEEL LIMITED,NSE_FO
NSE_FO|137949,TATASTEEL25JUL168.9PE,TATA STEEL LIMITED,NSE_FO
NSE_FO|137948,TATASTEEL25JUL168.9CE,TATA STEEL LIMITED,NSE_FO
NSE_FO|137947,TATASTEEL25JUL163.9PE,TATA STEEL LIMITED,NSE_FO
BSE_EQ|INE380D01012,MODWOOL,MODELLA WOOLLENS LTD.,BSE_EQ
NSE_FO|137946,TATASTEEL25JUL163.9CE,TATA STEEL LIMITED,NSE_FO
NSE_FO|137945,TATASTEEL25JUL158.9PE,TATA STEEL LIMITED,NSE_FO
NSE_FO|137944,TATASTEEL25JUL158.9CE,TATA STEEL LIMITED,NSE_FO
NSE_FO|137932,TATASTEEL25JUL138.9PE,TATA STEEL LIMITED,NSE_FO
NSE_FO|137939,TATASTEEL25JUL143.9PE,TATA STEEL LIMITED,NSE_FO
NSE_FO|137933,TATASTEEL25JUL143.9CE,TATA STEEL LIMITED,NSE_FO
NSE_EQ|INE02WG01024,WEL,WONDER ELECTRICALS LTD,NSE_EQ
BSE_EQ|INE788B01028,INDSWFTLTD,IND-SWIFT LTD.,BSE_EQ
NSE_EQ|INE975G01012,IL&FSTRANS,IL&FS TRANS NET LTD,NSE_EQ
NCD_FO|12284,USDINR25SEP82.5PE,USDINR,NCD_FO
NCD_FO|12283,USDINR25SEP82.5CE,USDINR,NCD_FO
BSE_EQ|INE554R01020,KARNAVATI,Karnavati Finance Limited,BSE_EQ
BSE_EQ|INE482J01021,SHAH,SHAH METACORP LIMITED,BSE_EQ
BCD_FO|2152798,723GS203925AUG102.75CE,723GS2039,BCD_FO
NSE_FO|96979,IEX25AUG202.5PE,INDIAN ENERGY EXC LTD,NSE_FO
BCD_FO|2152796,723GS203925AUG102.75PE,723GS2039,BCD_FO
NSE_FO|96978,IEX25AUG202.5CE,INDIAN ENERGY EXC LTD,NSE_FO
NCD_FO|12274,JPYINR25SEP48.75CE,JPYINR,NCD_FO
NSE_EQ|INE836A01035,BSOFT,BIRLASOFT LIMITED,NSE_EQ
NSE_FO|96975,IEX25AUG197.5PE,INDIAN ENERGY EXC LTD,NSE_FO
NCD_FO|12275,JPYINR25SEP48.75PE,JPYINR,NCD_FO
NSE_EQ|INE01P501012,XELPMOC,XELPMOC DESIGN & TECH LTD,NSE_EQ
NCD_FO|9902,JPYINR2572553.75PE,JPYINR,NCD_FO
NCD_FO|9901,JPYINR2572553.75CE,JPYINR,NCD_FO
NSE_EQ|INE555Z01020,TARACHAND,TARA CHAND INFRA SOLN LTD,NSE_EQ
NCD_FO|9900,EURINR25829101.25CE,EURINR,NCD_FO
NCD_FO|9909,EURINR25AUG98.75PE,EURINR,NCD_FO
NCD_FO|9908,EURINR25829101.5CE,EURINR,NCD_FO
NCD_FO|9907,EURINR25829101.25PE,EURINR,NCD_FO
BSE_EQ|INE453B01029,COMPUSOFT,COMPUCOM SOFTWARE LTD.,BSE_EQ
NSE_EQ|INE0NUL01018,AUROIMPEX,AURO IMPEX & CHEMICALS L,NSE_EQ
NCD_FO|12252,USDINR2580891.75PE,USDINR,NCD_FO
NCD_FO|12251,USDINR2580891.75CE,USDINR,NCD_FO
NCD_FO|12250,USDINR2580891.5PE,USDINR,NCD_FO
NSE_EQ|INE09VQ01012,INDIGOPNTS,INDIGO PAINTS LIMITED,NSE_EQ
BSE_EQ|INE0EEJ01023,BTML,BODHI TREE MULTIMEDIA LIMITED,BSE_EQ
NSE_EQ|INE483B01026,ICIL,INDO COUNT INDUSTRIES LTD,NSE_EQ
BSE_EQ|INE725P01012,WAAREE,WAAREE TECHNOLOGIES LIMITED,BSE_EQ
NSE_EQ|INE522V01011,AVSL,AVSL INDUSTRIES LIMITED,NSE_EQ
BSE_EQ|INE604F01010,PASARI,PASARI SPINNING MILLS LTD.,BSE_EQ
BSE_EQ|INE838B01013,BHARATRAS,BHARAT RASAYAN LTD.,BSE_EQ
NCD_FO|12241,EURINR25SEP83.5PE,EURINR,NCD_FO
NCD_FO|12240,USDINR2580890.5PE,USDINR,NCD_FO
NCD_FO|12244,USDINR2580890.75PE,USDINR,NCD_FO
NCD_FO|12242,USDINR2580890.75CE,USDINR,NCD_FO
NCD_FO|12249,USDINR2580891.5CE,USDINR,NCD_FO
NCD_FO|12248,USDINR2580891.25PE,USDINR,NCD_FO
NCD_FO|12247,USDINR2580891.25CE,USDINR,NCD_FO
BSE_EQ|INE841L01016,DEEDEV,DEE DEVELOPMENT ENGINEERS LIMI,BSE_EQ
NCD_FO|12230,USDINR2580889.5CE,USDINR,NCD_FO
NCD_FO|9940,EURINR25AUG99.75CE,EURINR,NCD_FO
NCD_FO|12234,EURINR25SEP83.5CE,EURINR,NCD_FO
NCD_FO|12233,USDINR2580889.75PE,USDINR,NCD_FO
NCD_FO|12232,USDINR2580889.75CE,USDINR,NCD_FO
NCD_FO|12231,USDINR2580889.5PE,USDINR,NCD_FO
NCD_FO|12238,USDINR2580890.25PE,USDINR,NCD_FO
NCD_FO|9934,EURINR25AUG99.5PE,EURINR,NCD_FO
NCD_FO|12237,USDINR2580890.25CE,USDINR,NCD_FO
NCD_FO|12239,USDINR2580890.5CE,USDINR,NCD_FO
NSE_FO|96923,IEX25AUG192.5CE,INDIAN ENERGY EXC LTD,NSE_FO
NSE_FO|96922,IEX25AUG187.5PE,INDIAN ENERGY EXC LTD,NSE_FO
NSE_FO|96927,IEX25AUG197.5CE,INDIAN ENERGY EXC LTD,NSE_FO
NSE_FO|96926,IEX25AUG192.5PE,INDIAN ENERGY EXC LTD,NSE_FO
NCD_FO|9951,EURINR25AUG100.5PE,EURINR,NCD_FO
NSE_FO|96921,IEX25AUG187.5CE,INDIAN ENERGY EXC LTD,NSE_FO
NSE_FO|96920,IEX25AUG182.5PE,INDIAN ENERGY EXC LTD,NSE_FO
NCD_FO|12222,USDINR25JUL89.5CE,USDINR,NCD_FO
NCD_FO|12221,USDINR25JUL89.25PE,USDINR,NCD_FO
BSE_EQ|INE316A01038,ECORECO,ECO RECYCLING LTD.,BSE_EQ
NCD_FO|9946,EURINR25AUG100.5CE,EURINR,NCD_FO
NCD_FO|12227,USDINR25JUL89.75CE,USDINR,NCD_FO
NCD_FO|9945,EURINR25AUG100.25PE,EURINR,NCD_FO
NCD_FO|12226,USDINR25JUL89.5PE,USDINR,NCD_FO
NCD_FO|12225,USDINR2580889.25PE,USDINR,NCD_FO
NSE_EQ|INE805D01034,SUNTECK,SUNTECK REALTY LIMITED,NSE_EQ
NCD_FO|12224,USDINR2580889.25CE,USDINR,NCD_FO
NCD_FO|9941,EURINR25AUG99.75PE,EURINR,NCD_FO
NCD_FO|9944,EURINR25AUG100.25CE,EURINR,NCD_FO
NCD_FO|12228,USDINR25JUL89.75PE,USDINR,NCD_FO
NSE_EQ|INE362A01016,PVP,PVP VENTURES LIMITED,NSE_EQ
BSE_EQ|INE776I01010,MEP,MEP Infrastructure Developers ,BSE_EQ
NCD_FO|12212,USDINR2580888.75CE,USDINR,NCD_FO
NCD_FO|12211,USDINR2580888.5PE,USDINR,NCD_FO
NCD_FO|12210,USDINR2580888.5CE,USDINR,NCD_FO
NCD_FO|9912,EURINR25829101.75CE,EURINR,NCD_FO
NCD_FO|12215,USDINR25JUL88.75PE,USDINR,NCD_FO
NCD_FO|9915,EURINR25AUG99.25PE,EURINR,NCD_FO
